NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
2016,585,10002,10028,19,14227,1,4205407,42,4,26,F,2008,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CAE.ABEC,11100001,BDABBE.ECEBCDAE.BB..C......,911919019910110911001990000,555,555,555,333,555,555,333,333,555,555,555,47.8,30,50,0,0,0,0,0,0,0,53.7,52.6,60,20,90,70,.,.,.,.,.,.,.,.,.,A,B,C,C,C,D,A,D,B,A,H,A,F,A,A,99,C,E,B,C,A,B,D,A,E,F,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,5,5,5,4,4,3,4,4,5,4,3,4,4,2,3,4,5,4,4,3
2016,585,10002,10028,19,14227,1,4205407,42,4,26,F,2006,2009,2,1,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,AAEBCDAC,01111111,CADDDECBCCBBCAAECBDCCDABCAB,900909009911010901111990101,555,555,555,555,555,555,555,555,555,555,555,58.2,81.7,87.5,73,92,60,100,54,70,50,50.3,47.4,66.7,70,70,60,D,C,C,B,B,B,E,D,C,A,A,A,E,E,D,A,B,B,A,A,A,B,A,D,42,A,A,B,C,A,B,B,D,B,A,5,6,5,5,6,4,4,5,2,4,4,5,5,4,6,6,5,5,3,4,4,3,5,6,6,2,5,6,6,5,5,5,6,5,4,2,3,4,4,4,5,5
2016,585,10002,10028,28,14235,1,4205407,42,4,49,F,2013,2014,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CEABAEEC,10010001,DBCDCABCBEEBACDCDDADBEEBCAD,110100111111990109109100111,555,555,555,555,555,555,555,555,555,555,555,55.4,40.9,37.5,46,38,30,40,54,70,50,60.2,65.2,31.7,40,55,0,C,C,A,B,B,C,E,D,D,B,A,A,B,B,C,C,D,B,A,A,A,C,A,A,42,A,B,C,A,A,C,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,5,4,5,5,5,5,6,5,6,6,6,6,6,6,5,6
2016,585,10002,10028,6,14236,1,4205407,42,4,24,F,2009,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,EAEBBDCE,01110100,BDCBDEDBEBCECCEBACEAEADDAAE,111991119011101110911111100,555,555,555,555,555,555,555,555,555,555,555,72.1,58.4,50,71,87,75,90,55,75,50,76.6,78.3,66.7,80,70,50,B,B,C,B,B,B,B,D,D,A,A,A,E,F,B,D,F,B,A,A,A,A,A,A,42,B,A,B,K,A,C,C,E,H,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,5,5,5,6,5,6,5,6,6,6,6,6,6,4,1,2,6,6,6,6,6
2016,585,10002,10028,38,14240,1,4205407,42,4,22,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,BADBCDEE,01011100,DCAEDBBCBEAEEBDBACDEDAECACA,199181111811018111011811909,555,555,555,555,555,555,555,555,555,555,555,73,50,50,50,69,65,70,31,75,20,80.6,84.2,60,60,30,90,C,C,C,B,A,B,E,D,C,A,A,A,B,B,B,E,C,C,A,A,A,C,A,D,42,A,A,B,C,B,B,D,A,H,A,5,6,5,5,5,5,5,6,5,5,5,5,5,3,6,6,6,3,6,5,5,4,6,6,6,5,7,4,6,5,6,6,5,6,4,7,7,5,6,6,6,2
2016,586,10002,10028,38,14358,1,3304557,33,3,32,F,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,ABEDADCC,00100101,DBDEABBCBDAECBDBACAEDCECAEA,199181111811118111111811919,555,555,555,555,555,555,336,333,555,335,555,70.9,22.5,37.5,0,0,0,0,0,0,0,87,100,13.3,40,0,0,B,B,C,B,B,C,D,D,D,E,A,A,E,C,C,E,B,A,A,A,E,C,A,C,33,A,A,C,B,B,C,B,E,H,A,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,5,4,4,4,5,6,6,6,6,6,6,3,5,5,6,6,2,4,4,2,2,3,4,2,6,3,2
2016,586,10002,10028,38,14358,1,3304557,33,3,30,M,2004,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EAECDDEE,01100100,AADEAEBCBEAEEBDBDAAEDCECCEC,099180111811018100111811919,555,555,555,555,555,555,555,555,555,555,555,63.8,52.5,37.5,75,75,55,80,75,55,80,67.6,73.7,33.3,20,70,10,D,C,B,D,B,D,D,D,D,A,B,A,B,B,B,B,B,A,A,A,E,D,A,D,33,A,B,A,G,B,B,B,E,H,F,8,8,6,6,6,6,6,6,6,6,8,8,6,8,1,6,8,6,8,1,6,8,6,6,6,1,1,8,6,8,1,6,8,8,1,1,1,8,8,8,1,1
2016,586,10002,10028,12,14359,1,3304557,33,3,25,F,2008,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEDBEEC,11100001,DBBEDADCCCCADECEADDDCDEDADB,111191019101911019010011119,555,555,555,555,555,555,555,555,555,555,555,62.6,53,50,57.5,71,75,70,44,60,40,65.8,72.7,26.7,30,10,40,D,C,C,C,B,C,D,D,B,A,A,A,E,E,B,D,B,C,A,A,A,B,B,A,33,B,A,B,C,A,B,D,E,H,F,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2016,586,10002,10028,12,14359,1,3304557,33,3,23,F,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,AAEBBDAC,01110111,EBBEDAEEECEADECEABBDEDEDADB,011191109101911019111011119,555,555,555,555,555,555,555,555,555,555,555,72.9,76.6,75,79,80,80,80,78,70,80,71.7,77.3,40,40,40,40,C,C,C,D,B,C,D,D,D,A,A,A,E,E,B,D,F,C,A,A,A,A,F,A,33,B,A,A,K,A,C,C,E,E,F,5,5,3,4,5,5,5,3,3,4,3,4,6,3,5,6,6,6,4,2,6,4,6,5,7,6,6,6,6,4,6,6,6,4,2,2,2,2,2,3,2,1
2016,586,10002,10028,28,14360,1,3304557,33,3,24,F,2009,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CAECAEBC,11100001,DBAECABCBEEBAEECCDAADCAACCD,111000111111991119119010101,555,555,555,555,555,555,555,555,555,555,555,69.8,63.6,50,84,81,85,80,87,75,90,71.8,73.9,60,80,80,20,C,C,B,C,C,C,C,D,D,A,A,A,E,E,B,B,D,B,A,A,A,C,B,A,33,A,B,B,C,A,C,B,D,H,A,3,3,3,4,3,3,3,3,3,5,5,4,4,1,4,4,3,3,3,3,3,2,4,3,3,5,5,3,3,3,3,7,3,3,1,1,1,3,1,2,2,2
2016,586,10002,10028,19,14369,1,3304557,33,3,24,F,2008,2010,2,0,0,1,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CAEBBDAC,11110111,BEAEDECECEBBDBBCEADECDAECDD,901909019911100900101991100,555,555,555,555,555,555,555,555,555,555,555,58.9,75.5,87.5,57.5,77,65,80,38,70,30,53.3,47.4,86.7,100,100,60,C,C,C,C,B,B,D,D,C,A,D,A,D,D,B,C,B,C,A,A,A,D,A,A,33,A,B,B,C,B,B,C,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,6,6,6,5,5,6,6,6,6,6,6,6,5,6,5,5,6,5,5,3,3,5,5,5,6,3,3
2016,586,10002,10028,19,14369,1,3304557,33,3,30,F,2003,2008,2,1,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CBEAADBE,10100100,ADADDEAECEBBCABEBCDCCDABEBD,911909019911010910111990000,555,555,555,555,555,555,555,555,555,333,555,52.2,52.1,37.5,74,93,65,100,55,75,50,52.2,52.6,50,90,0,60,C,C,D,B,B,C,A,B,E,A,D,A,D,D,B,B,D,C,E,A,A,B,A,A,31,B,A,B,C,A,A,B,A,A,A,3,4,3,3,4,6,5,3,6,5,1,3,5,1,2,6,1,6,2,8,4,3,4,6,6,1,1,2,5,2,2,6,3,3,1,5,5,1,1,3,4,1
2016,586,10002,10028,27,14376,1,3304557,33,3,44,F,1991,2012,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,DAEDADAB,01100110,EDDEACACCCDBDEDBEBBCDBCEDAC,900100190001009800199910018,555,555,555,555,555,555,555,555,555,555,555,41.4,57.2,50,68,81,85,80,55,75,50,36.1,31.6,61.7,80,20,85,C,C,C,B,B,C,B,D,D,B,A,A,B,B,C,E,B,B,A,A,F,F,A,A,33,A,C,C,E,B,B,C,E,E,F,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,4
2016,587,10002,10028,17,14502,1,2611606,26,2,33,F,2006,2014,2,0,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,EBCCCDDE,00001100,ECCECCEBCCCCCCCCCCCCCCCCCCC,000901108010801000000010000,555,555,555,555,555,555,555,555,555,555,555,25.8,38.2,25,58,79,75,80,37,65,30,21.7,20.8,26.7,0,40,40,C,C,C,C,C,C,D,D,B,E,A,B,E,D,C,B,A,E,E,A,A,A,A,A,26,B,A,B,A,A,B,A,E,E,A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8
2016,587,10002,10028,5,14507,1,2611606,26,2,24,M,2010,2011,2,0,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,AEEECCCBEADEBDEACDDBDDCABBD,AEEECCCBEXDEBDEAXDXBDXCABBD,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,A,A,A,F,E,B,C,G,C,B,A,A,B,B,A,26,B,A,B,C,A,E,B,A,E,A,4,5,6,6,6,3,3,4,5,4,5,4,6,6,6,4,6,6,6,6,5,5,5,6,7,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6
2016,587,10002,10028,51,14508,1,2611606,26,2,22,F,2011,2012,2,0,1,0,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,EECCBAECBDCCCADCBDACAZBCAAD,EECXBXXCBDCCCXDCBDACXZBCAAX,CAEBBDAE,11110110,AEBCBDEBEDCCCEECBDACCACCEAE,010919900111190111119801019,555,555,555,555,555,555,555,555,555,555,333,62,72,75,67.5,97,85,100,38,70,30,58.7,65,23.3,0,70,0,C,D,A,B,B,C,B,D,E,A,D,A,C,D,B,D,B,B,A,A,A,B,A,A,26,B,A,D,D,B,E,B,D,E,A,6,5,5,5,6,6,6,6,6,6,5,5,4,4,6,5,5,6,5,5,5,4,5,6,6,5,1,6,5,5,5,6,5,3,6,5,5,6,6,6,6,5
2016,589,93,10028,17,14554,1,2408003,24,2,24,F,2009,2010,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,AAEAADAE,01100110,CBEBBDEBBECEBDCEADBEEBCBDED,011910108010811010101010111,555,555,555,555,555,555,555,555,555,555,555,57.4,54.8,50,62,58,50,60,66,50,70,58.3,58.3,58.3,75,40,60,C,C,C,B,B,C,E,D,C,A,A,A,D,D,E,A,A,B,A,H,B,F,A,D,24,A,A,B,C,A,B,B,E,H,A,3,4,2,4,4,6,5,5,5,6,4,4,5,4,4,5,4,4,4,3,4,3,3,8,4,4,4,5,4,4,4,6,5,5,5,3,3,5,4,5,5,4
2016,590,93,10028,17,14557,1,1501402,15,1,23,F,2010,2012,2,1,0,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,CAEBADAE,11110110,ABDACCCDBABDBDCAABBBEDCDDED,110901018101811111111110111,555,555,555,555,555,555,555,555,555,555,555,73.5,67,75,55,79,75,80,31,75,20,75.6,79.2,55,25,40,100,B,C,C,A,A,B,A,D,D,A,D,A,B,D,B,E,A,B,A,A,A,B,A,D,15,A,A,F,C,B,B,B,A,E,E,6,5,4,5,6,6,6,6,6,6,4,6,6,4,5,5,5,5,5,5,5,5,5,6,6,1,6,4,5,4,5,5,4,4,5,1,4,6,6,6,3,1
2016,590,93,10028,5,14559,1,1501402,15,1,23,F,2010,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,AEEECCCBEADEBDEACDDBDDCABBD,AEEECCCBEXDEBDEAXDXBDXCABBD,CAEDADAC,11100111,AEECCCBDEDCEBDCACDCDDDCBBBD,111011001901110191901910111,555,555,555,555,555,555,555,555,555,555,555,65,73.4,75,71,95,75,100,47,75,40,62.2,69.6,20,10,30,20,D,D,C,B,C,C,B,C,D,A,D,A,E,D,B,D,C,C,A,A,E,B,A,D,15,A,A,B,C,A,C,D,D,E,A,6,5,5,3,6,5,6,6,5,5,4,3,4,4,4,6,5,5,5,2,4,4,4,6,6,5,5,5,4,5,5,5,5,5,4,1,2,3,5,6,5,1
2016,591,10002,10028,12,14563,1,3550308,35,3,25,M,2008,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEEBDAC,11100111,DBBECAECAACACECEABBDBEBDADB,111191119001911019110101119,555,555,555,333,555,555,333,333,555,555,555,63.9,45,75,0,0,0,0,0,0,0,70.2,77.3,30,40,30,20,C,C,E,D,C,C,B,D,B,A,A,A,F,E,A,A,A,C,C,A,A,A,A,A,35,B,A,B,A,A,B,E,E,E,F,6,6,6,6,6,6,4,4,4,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,5,4,4,4,5,4,2,6,6,4
2016,591,10002,10028,55,14564,1,3550308,35,3,23,F,2010,2013,2,1,1,0,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,CEEDBEAE,10100010,ABCAEADDBEEADBCDCECDDEDDEAC,001108191909011900910190100,555,555,555,555,555,555,555,555,555,555,555,49.8,54.3,37.5,79.5,96,80,100,63,75,60,48.3,45,66.7,80,60,60,C,D,C,B,B,C,A,D,B,A,A,A,D,E,B,D,D,C,A,A,E,B,A,E,35,A,A,B,A,A,B,C,E,E,F,4,3,4,5,6,6,5,4,5,5,4,4,6,2,3,6,5,6,4,5,3,2,5,7,3,1,5,3,5,5,4,5,2,3,3,4,5,5,5,6,3,2
2016,591,10002,10028,23,14567,1,3550308,35,3,27,F,2006,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,BACEADBE,01000100,CCECCBAEBEACEBAAEEBDCADECAD,000909111011091100091019100,555,555,555,555,555,555,555,333,555,555,555,42.8,30.4,25,38.5,77,65,80,0,0,0,46.9,45.5,55,80,40,45,C,C,C,B,D,D,C,C,B,A,A,A,D,D,B,E,D,B,A,A,A,D,A,A,35,A,A,A,C,A,C,C,E,G,F,6,4,6,8,6,5,5,3,5,6,4,4,6,3,3,6,6,6,4,8,6,4,4,6,4,8,8,5,4,6,4,6,4,1,2,1,2,4,6,3,1,2
2016,592,10002,10028,17,14576,1,3138203,31,3,22,M,2011,2012,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,CAEDBDAE,11100110,CBEDEECBBDCEABCBABBBEECEDEE,011900008010801011111011110,555,555,555,555,555,555,555,555,555,555,555,57.8,63.9,62.5,66,75,55,80,57,85,50,55.8,54.2,65,75,40,80,C,C,C,B,B,C,B,D,B,A,F,A,D,D,D,C,C,B,A,A,A,B,B,A,31,B,A,B,C,A,B,B,E,E,F,5,6,5,6,6,6,6,6,6,6,5,5,5,5,6,5,5,5,6,2,5,5,6,6,7,6,6,5,6,4,5,5,6,5,5,5,5,5,4,6,6,6
2016,592,10002,10028,17,14576,1,3138203,31,3,22,M,2012,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,CAEEAEAC,11100011,ABEABCECAEDDBDEAAECBEECEDED,111911108001810110011011111,555,555,555,555,555,555,555,555,555,555,555,64.6,54.7,62.5,43,40,80,30,46,70,40,67.9,70.8,51.7,75,0,80,C,C,C,B,B,B,B,D,C,A,A,A,B,B,D,A,A,C,B,A,A,B,A,A,31,A,B,A,C,A,B,D,C,E,F,5,5,3,6,5,4,5,5,6,5,5,6,6,6,6,6,5,5,6,6,4,5,6,6,6,5,5,5,5,6,6,6,6,6,6,5,6,6,6,5,6,6
2016,592,10002,10028,5,14582,1,3138203,31,3,25,M,2009,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,AEEECCCBEADEBDEACDDBDDCABBD,AEEECCCBEXDEBDEAXDXBDXCABBD,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,A,F,A,E,D,D,A,C,B,B,A,A,A,A,A,31,B,A,B,C,A,B,B,E,E,F,5,5,5,3,6,6,5,5,4,5,4,4,6,1,4,6,6,5,2,4,5,3,6,7,7,2,1,6,5,5,5,6,5,5,5,5,4,4,5,6,6,3
2016,595,10002,10028,19,14606,1,3101607,31,3,29,M,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CEACADAE,10000110,EDBEDAEAAEABEBCEEADDCDACABD,910909109901000900101990000,555,555,555,555,555,555,555,555,555,555,555,35.3,45.3,37.5,57,69,65,70,45,65,40,31.9,26.3,63.3,60,80,50,D,D,C,B,B,C,D,D,C,A,A,A,E,E,B,D,E,B,D,A,A,A,A,A,31,D,A,B,C,A,B,B,A,B,I,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,595,10002,10028,19,14606,1,3101607,31,3,26,F,2008,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CAEAADBC,11100101,CDACDDEEACBBEACCECDCCDACDBD,911909119911010900111990000,555,555,555,555,555,555,555,555,555,555,555,57.5,65.7,62.5,70.5,80,80,80,61,65,60,54.7,52.6,66.7,60,70,70,B,C,C,A,A,B,A,D,C,A,D,A,D,F,A,A,D,C,B,A,A,E,A,A,31,B,A,A,K,A,B,C,A,H,G,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,595,10002,10028,6,14607,1,3101607,31,3,23,M,2010,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CAEBBDEE,11110100,BDCBAEDBEDDEBEEBACEAEADDAAE,111991119001011110911111100,555,555,555,555,555,555,555,555,555,555,555,72.6,72.7,62.5,88,96,80,100,80,80,80,72.6,73.9,65,70,55,70,C,D,C,B,B,B,D,D,D,A,A,A,F,F,A,A,F,B,A,A,A,D,A,A,31,B,A,B,C,A,A,B,C,A,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,596,10002,10028,6,14613,1,3121605,31,3,23,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CAEBCDAE,11111110,BDCEDADBCCDEBEDDCEBEAABDCBC,111990119101010000900101011,555,555,555,555,555,555,555,555,555,555,555,58.3,76.1,87.5,59,63,75,60,55,75,50,52.4,52.2,53.3,50,40,70,D,C,C,B,B,B,B,D,B,A,A,A,E,D,D,A,E,B,A,A,C,C,A,A,31,A,A,B,A,A,A,B,D,E,A,4,5,5,6,6,5,5,5,6,6,6,5,5,6,1,5,6,6,6,6,6,6,6,5,6,6,6,5,5,4,5,5,6,6,5,4,4,6,6,6,4,1
2016,597,93,10028,23,14616,1,3170107,31,3,44,F,1988,2011,2,1,1,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,AEEDADAC,00100111,DBDBEDEEEBDACEADDCCDEDDCCBA,110919010000091011090019110,555,555,555,555,555,555,555,555,555,555,555,50.9,57,50,67.5,68,60,70,67,55,70,48.9,45.5,68.3,90,40,75,D,D,C,B,A,B,B,D,D,B,A,A,D,B,C,F,D,B,A,G,C,B,A,F,31,B,A,A,K,A,A,B,A,A,A,6,6,6,6,6,6,6,6,6,5,4,4,6,5,6,6,6,6,4,5,6,6,6,6,6,6,4,4,6,3,4,4,3,6,4,4,5,5,6,6,4,1
2016,609,115,10028,12,14725,1,4104808,41,4,28,F,2005,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEABDED,11100100,DBBDCAECCCEADECDAEEDDDEDADB,111091119101911119010011119,555,555,555,555,555,555,555,555,555,555,555,67.7,60.2,50,75.5,77,65,80,74,90,70,70.2,77.3,30,0,40,50,C,C,C,B,B,B,A,D,C,A,A,A,F,F,B,D,F,B,A,A,A,A,A,A,41,B,A,B,C,A,B,C,E,E,C,5,5,4,4,5,6,5,5,5,5,3,3,5,3,5,6,5,5,5,8,6,6,6,6,7,5,5,4,3,3,5,6,6,5,5,5,5,4,6,6,3,5
2016,609,115,10028,17,14727,1,4114609,41,4,22,F,2011,2012,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,ABEBCDAE,00111110,ABCABCEBBBDDDDCAABBBEBCCDEE,110911108001811111111010110,555,555,555,555,555,555,555,555,555,555,555,65.3,61.1,62.5,59,70,70,70,48,80,40,66.7,70.8,43.3,50,0,80,C,C,C,B,B,A,B,E,C,A,A,A,B,B,D,B,D,B,A,A,A,B,A,D,41,A,A,B,E,A,B,D,E,B,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5
