NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
2016,19512,118,10022,28,71441,1,3103504,31,3,26,M,2006,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CACDCDBE,11001100,DBABEEDCAEEBACAECCABEEAECAD,111010010111990019109110111,555,555,555,555,555,555,555,555,555,555,555,60,60.8,50,77,91,55,100,63,75,60,59.7,65.2,28.3,0,35,50,D,C,C,B,B,D,B,D,D,A,A,A,C,D,B,B,B,C,D,C,A,A,A,A,31,A,A,A,C,B,A,B,A,C,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,1986,10005,10020,23,71475,1,3136702,31,3,29,F,2006,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,AAEEADAE,01100110,DECADBDEBABABDACBCDCEAADCBE,101909011000091001190009111,555,555,555,555,555,555,555,555,555,555,555,52,55.4,50,63.5,88,40,100,39,75,30,50.9,45.5,81.7,80,90,75,C,C,A,B,A,B,E,D,D,A,A,A,B,E,B,F,B,E,A,E,A,A,A,C,33,B,A,B,C,A,B,E,B,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,1986,10005,10020,3501,71477,1,3136702,31,3,33,F,2003,2014,2,0,0,1,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,ECAAADCE,00000100,ABBADABACDBDADEECABCBDBBDDC,001109810008000011010000100,555,555,555,555,555,555,555,555,555,555,555,30,28.9,12.5,53.5,45,65,40,62,70,60,30.3,29.2,36.7,0,40,70,D,C,B,C,B,C,B,A,D,A,A,A,F,F,B,G,C,C,E,E,A,A,A,B,31,B,D,A,C,A,B,A,E,E,C,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,2135,10007,10020,19,71599,1,2311306,23,2,24,M,2009,2012,2,1,1,1,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,EADBADEC,01010101,DDACDEEDCEEBDABEABDECDAEECD,911909109901110901101991010,555,555,555,555,555,555,555,555,555,555,555,61.4,64,50,85,93,65,100,77,65,80,60.5,57.9,75,60,90,75,C,D,B,B,B,D,E,D,D,A,D,A,C,D,B,E,C,B,A,E,A,A,A,A,23,B,A,B,C,A,B,D,A,A,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,1669,118,10022,12,71859,1,3131307,31,3,24,M,2009,2011,2,1,1,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEBADAE,11110110,DCBEBAECACEABECDAADDEEBDADD,101191119101911119011101119,555,555,555,555,555,555,555,555,555,555,555,74.7,75.2,75,75.5,73,85,70,78,70,80,74.5,81.8,33.3,40,20,40,.,.,.,.,.,.,.,.,.,A,A,A,D,E,B,D,D,B,A,B,A,A,A,A,31,B,A,A,A,A,B,D,E,A,C,6,6,5,5,6,6,6,6,6,5,5,5,5,4,6,6,5,6,5,8,6,5,6,6,5,4,8,6,5,5,6,6,6,6,6,6,6,6,8,6,5,6
2016,450,121,10020,23,72115,1,1100122,11,1,35,F,1998,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CADAADBE,11000100,DBCAEBABDDAAACADCCEEDBDEAEB,111919100110191001090119000,555,555,555,555,555,555,555,555,555,555,555,54.9,48.3,37.5,64.5,81,85,80,48,80,40,57.1,54.5,71.7,40,100,75,D,D,A,C,C,C,B,D,D,C,A,A,D,F,B,C,C,A,A,E,A,A,A,A,31,A,C,B,C,A,A,C,E,E,C,5,5,6,6,4,5,6,6,5,6,4,5,5,4,4,6,4,5,5,7,6,6,6,6,6,7,7,6,6,4,6,6,5,6,5,5,5,5,5,6,4,4
2016,575,10002,10028,28,72169,1,3106200,31,3,23,F,2010,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EDEAADEE,00100100,DBADEBCCBEEBDEDCCDAEBEDDCDD,111111011111990119109101101,555,555,555,555,555,555,555,555,555,555,555,66.5,35.4,25,51,62,70,60,40,80,30,76.8,78.3,68.3,60,70,75,C,C,C,B,B,C,B,D,D,A,D,A,D,E,D,A,D,B,A,A,A,C,A,A,31,B,A,B,A,A,C,B,D,E,A,4,6,5,6,6,6,6,6,6,6,5,5,6,5,4,6,4,4,5,5,6,6,6,6,6,4,4,5,5,5,5,6,5,6,6,6,5,6,6,6,6,6
2016,316,10008,10028,23,72319,1,3550308,35,3,34,F,1999,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,316,10008,10028,23,72319,1,3550308,35,3,25,F,2008,2013,2,0,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,BADADDAB,01000110,ECCADBEEBEACAEEADCDDDEBCCBE,001909011011190111190009111,555,555,555,555,555,555,555,555,555,555,555,53.3,48.9,37.5,66,69,65,70,63,75,60,54.7,59.1,30,20,20,50,D,D,C,C,D,C,B,D,D,A,B,A,C,B,B,F,B,E,D,B,A,A,A,B,35,A,A,B,A,A,C,B,E,E,E,6,6,5,5,6,6,6,6,6,6,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,3,3,4,4,4,4,4
2016,316,10008,10028,19,72321,1,3550308,35,3,26,F,2007,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CAEDCDEB,11101100,CDABDDEEADBBDABEEBDCCDAECBB,911909119911110901111991101,555,555,555,555,555,555,555,555,555,555,555,74.5,60.5,62.5,57.5,53,65,50,62,70,60,79.1,78.9,80,90,90,60,C,C,A,B,B,B,E,D,D,A,A,A,A,B,B,B,B,E,E,B,A,A,A,A,43,A,A,A,G,B,B,B,D,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,316,10008,10028,28,72329,1,3550308,35,3,21,F,2012,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CAEACDCE,11101100,DBADEBACCEEBACECEDAEAEDDCDD,111111010111991109109101101,555,555,555,555,555,555,555,555,555,555,555,67,56.1,62.5,46.5,71,75,70,22,70,10,70.6,73.9,51.7,30,65,60,C,C,C,B,B,C,B,D,D,A,A,A,C,C,C,D,D,E,A,D,A,A,A,A,35,A,A,B,C,A,B,C,D,H,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,5,6,4,6,5,5,5,5,6,6,6,5,6,5,5,5,5,6,6,6,6,6,5
2016,316,10008,10028,3501,72379,1,3550308,35,3,25,F,2008,2016,2,0,0,1,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,ABABDDEE,00010100,BABEDCCAABDCECBCCBCCAEBDECD,101009810108101010110000011,555,555,555,555,555,555,333,555,555,555,555,39.9,24,25,22.5,0,0,0,45,65,40,45.2,45.8,41.7,25,50,50,C,C,C,B,B,C,B,D,C,A,A,A,E,C,B,D,B,E,C,B,A,A,A,A,35,D,A,E,B,B,C,B,D,A,B,6,6,5,5,6,6,6,6,6,6,6,6,5,5,4,6,5,5,5,5,6,6,5,5,5,6,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5
2016,1149,10005,10020,55,72405,1,3523909,35,3,24,F,2009,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,DAEBCDBC,01111101,CEABCDDCBDCBCBEDADEDAADBEAA,110018191919110911911091101,555,555,555,555,555,555,555,555,555,555,555,73.3,76.2,75,78,77,65,80,79,75,80,72.3,75,56.7,30,80,60,B,B,C,A,A,B,B,E,D,A,A,A,E,E,B,D,E,C,C,B,A,A,A,A,35,B,A,B,A,A,D,A,E,E,F,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6
2016,71,10001,10028,12,72417,1,2408003,24,2,34,M,1999,2009,2,1,1,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,ABEBADAE,00110110,DEBEBAEAACDADECCACBDDECDADD,101191109111911019110101119,555,555,555,555,555,555,555,555,555,555,555,67,54.2,50,60.5,79,75,80,42,90,30,71.2,77.3,36.7,10,20,80,C,D,C,B,B,C,C,D,C,A,A,A,B,C,B,C,B,B,A,A,A,E,A,D,24,A,B,B,C,A,B,E,A,A,A,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,6,6,6,5,4,4,4,3,3,3,2
2016,494,10008,10028,28,72569,1,4218707,42,4,22,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EAEBBDAE,01110110,DBAAEBCABCABBAECAABDAEDACAC,111011001001991109009100110,555,555,555,555,555,555,555,555,555,555,555,53.9,60.7,62.5,58,69,65,70,47,75,40,51.6,52.2,48.3,85,55,5,D,D,B,C,C,B,A,D,D,A,A,A,B,B,B,C,B,C,E,G,A,B,A,A,42,A,A,B,C,B,B,C,E,H,C,6,6,6,6,6,6,6,8,6,6,6,6,6,8,6,6,6,6,8,8,6,6,6,6,6,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,1559,10008,10020,12,72663,1,3201506,32,3,33,M,2001,2011,2,1,1,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EAEEBDDE,01100100,DCBEDAECCDEDBECDACBDDDEDACB,101191119000911119110011109,555,555,555,555,555,555,555,555,555,555,555,60.8,53.7,37.5,78,87,75,90,69,65,70,63.2,68.2,35,0,35,70,B,C,C,C,B,C,E,D,D,A,D,A,B,B,D,A,D,B,A,E,A,D,A,A,29,B,A,F,C,A,E,E,A,E,I,5,5,5,5,5,5,6,6,6,6,5,6,6,6,6,5,6,6,6,6,5,5,6,6,7,6,6,6,5,5,5,6,6,6,5,5,5,6,6,6,6,5
2016,2082,10005,10022,12,72667,1,2507507,25,2,26,F,2006,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEBADAE,11110110,DCBEBAECBCDACECDACAADEEDADB,101191119111911119000111119,555,555,555,555,555,555,555,555,555,555,555,75.3,68.8,75,59.5,56,80,50,63,75,60,77.5,81.8,53.3,40,50,70,C,C,C,B,A,B,A,D,C,A,D,A,D,F,B,D,F,B,A,E,A,D,A,A,25,B,A,B,C,A,B,D,E,E,H,6,6,5,5,6,6,6,6,6,6,5,5,6,6,6,6,5,4,5,6,5,4,6,5,7,6,7,6,6,5,6,6,6,6,6,6,6,6,6,6,5,5
2016,1563,10005,10020,12,72669,1,2211001,22,2,31,M,2002,2011,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EACBADAE,01010110,DBBEDAECBDDABECDAEECEEBDADB,111191119011911119001101119,555,555,555,555,555,555,555,555,555,555,555,68,51.4,50,53.5,77,65,80,30,70,20,73.5,81.8,26.7,0,0,80,D,D,C,B,B,C,B,D,D,A,A,A,B,C,A,A,B,C,D,E,A,A,A,A,53,A,A,F,C,A,C,C,E,H,I,4,5,3,4,5,5,5,5,6,6,4,4,5,3,6,5,5,4,4,6,5,5,6,5,5,4,4,5,5,6,6,6,6,4,5,5,5,5,5,4,4,5
2016,1087,118,10022,12,72675,1,1100205,11,1,26,F,2007,2009,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EEADADBE,00000100,DBBDBAACBBBACECDACADDBECDBB,111091019001911119010010009,555,555,555,555,555,555,555,555,555,555,555,44.2,31.7,12.5,60.5,61,65,60,60,60,60,48.3,54.5,13.3,0,0,40,D,C,C,B,B,C,B,C,D,A,D,A,F,F,B,B,F,A,A,E,A,A,A,A,25,B,A,B,A,A,C,B,E,A,F,6,6,4,4,5,6,5,5,5,5,6,6,5,5,5,6,5,5,6,5,6,5,5,5,6,3,3,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6
2016,1995,10005,10022,12,72681,1,2507507,25,2,23,F,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAECADDE,11100100,EDBDDCECACECEECCDEDEDDECADB,001090119100911009000010119,555,555,555,555,555,555,555,555,555,555,555,41.2,52.8,50,57,56,80,50,58,90,50,37.3,40.9,16.7,10,10,30,C,D,C,B,B,C,A,D,D,A,D,A,E,D,B,D,B,B,A,E,F,F,A,A,25,B,A,B,C,A,B,C,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,30,10008,10028,55,72712,1,3106200,31,3,55,M,1980,2015,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,CAEDADEE,11100100,CCCBDADBBBEADBDAECCADAEDBAE,101008191909010900900090000,555,555,555,555,555,333,555,333,333,333,333,26.4,41.6,50,29,58,50,60,0,0,0,21.3,25,0,0,0,0,C,C,D,B,B,C,B,A,D,C,A,A,C,C,B,C,F,F,E,B,A,A,A,F,53,E,A,B,J,A,D,D,E,E,I,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,5544,10005,10022,6,72763,1,1718204,17,1,23,F,2010,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,EEEDABBB,00100000,ADCAAEBADECDCECACAEEAAEDAEC,011991009010110001900101101,555,555,555,555,555,555,555,555,555,555,555,42.9,27.9,12.5,51,52,60,50,50,50,50,47.9,47.8,48.3,60,35,50,C,C,E,A,A,C,C,B,E,A,D,A,B,E,C,C,B,A,B,E,A,D,A,A,17,B,A,F,A,A,B,C,A,A,C,6,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,4,5,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6
2016,5544,10005,10022,12,72767,1,1718204,17,1,25,F,2008,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEBADAE,11110110,DBBDAAECADEABECCABEEEECCBDB,111091119001911019001100019,555,555,555,555,555,555,555,555,555,555,555,58,75.2,75,75.5,71,75,70,80,80,80,52.2,59.1,13.3,0,20,20,C,C,C,B,B,C,B,D,C,A,A,A,D,E,B,E,F,B,A,B,A,A,A,A,52,B,A,B,C,A,C,C,E,H,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,5544,10005,10022,23,72769,1,1718204,17,1,22,F,2011,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CAEBADEA,11110100,DECADBABEACCACBDECDDACDEAB.,101909100001190001190019010,555,555,555,333,555,555,333,333,555,555,555,42.8,37.5,62.5,0,0,0,0,0,0,0,44.5,40.9,65,50,70,75,D,D,B,B,B,C,E,D,D,A,D,A,C,F,B,D,C,A,A,C,A,A,A,A,17,A,A,A,C,A,B,C,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,344,10005,10020,28,72931,1,3106200,31,3,28,F,2006,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EADBBDEE,01010100,DBADDBACCDEAAEACEACBAEDEDAD,111101010010990109009100011,555,555,555,555,555,555,555,555,555,555,555,49.1,49.5,37.5,67.5,75,55,80,60,60,60,48.9,47.8,55,50,65,50,C,C,D,B,B,C,B,B,D,A,D,A,B,B,B,C,B,B,A,E,A,A,A,A,31,A,A,A,A,B,B,D,E,E,E,5,4,5,4,4,4,4,4,4,4,4,3,3,4,2,4,3,3,3,3,4,3,4,4,4,6,3,5,4,4,3,4,3,3,4,4,4,4,4,4,4,3
2016,344,10005,10020,19,72935,1,3106200,31,3,20,F,2012,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CADAADEC,11000101,DDAEDEEECDBBCADEEBDCCDACCCD,911909119911011901111990110,555,555,555,555,555,555,555,555,555,555,555,70.1,56.6,50,66.5,91,55,100,42,50,40,74.6,73.7,80,90,80,70,C,B,C,B,B,C,B,D,D,A,A,A,E,D,B,B,E,B,A,B,A,A,A,A,31,B,A,B,C,A,B,D,E,B,C,6,5,6,6,6,6,6,6,6,6,5,5,6,4,5,6,4,4,6,5,6,6,6,5,6,6,3,6,6,5,6,6,6,6,6,5,5,6,6,6,5,6
2016,163,10005,10028,6,73038,1,3304557,33,3,23,F,2010,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,DEBABDCD,00000100,DDCABEEEECCECEDADCECEADDCBE,011991009111110000901111010,555,555,555,555,555,555,555,555,555,555,555,47.1,29.3,12.5,54.5,69,65,70,40,80,30,53,56.5,33.3,70,10,20,C,C,B,C,B,C,E,D,B,A,A,A,F,E,B,D,E,C,C,E,A,A,A,A,13,A,A,B,A,A,B,B,E,E,E,5,6,5,3,6,6,6,6,5,6,6,3,6,3,2,4,5,4,4,3,6,4,6,6,5,1,1,6,4,3,6,5,6,6,6,4,4,3,4,6,3,3
2016,1557,10008,10028,55,73144,1,3144805,31,3,28,F,2005,2012,2,0,1,0,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,BBEEBDEA,00100100,CCABCABDBDBBEBCBBDADEBABAAA,100018091909011901910091001,555,555,555,555,555,555,555,555,555,555,555,43.1,31.8,25,42,32,80,20,52,60,50,46.8,45,56.7,30,80,60,.,.,.,.,.,.,.,.,.,A,A,A,B,C,B,D,B,E,D,E,A,A,A,A,31,A,A,G,G,B,B,E,E,A,D,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,8,6,8,6,6,6,6,6,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8
2016,1422,10005,10020,36,73250,1,1302603,13,1,32,F,2003,2010,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1422,10005,10020,36,73250,1,1302603,13,1,24,F,2009,2013,2,1,0,0,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,CAECADAE,11100110,DBCBCEEEEACCEBCBDAEBEADEDBB,011088100110000900099011910,555,555,555,555,555,555,555,555,555,555,555,43.8,62.1,62.5,61.5,69,65,70,54,70,50,37.7,38.1,35.3,6,80,20,C,C,D,B,B,B,B,D,D,A,D,A,D,D,B,D,B,B,A,C,A,A,A,E,16,A,A,B,C,A,B,C,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,1422,10005,10020,36,73250,1,1302603,13,1,21,M,2011,2012,2,1,0,0,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,CAEBBDAC,11110111,BACDDCECCEEABDCCAEDEEEDEDCA,101088101001110901199011901,555,555,555,555,555,555,555,555,555,555,555,60.7,79.7,87.5,68,82,90,80,54,70,50,54.3,57.1,38.7,6,70,40,C,D,C,A,B,C,B,D,.,A,D,A,D,D,B,E,C,B,A,G,A,A,A,A,13,B,A,B,A,A,C,B,C,B,I,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2016,1422,10005,10020,23,73259,1,1302603,13,1,33,F,2000,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CADDCDBE,11001100,BEBADBAEBDECCDAAECDDDBDECEE,000909111101091101190119101,555,555,555,555,555,555,555,555,555,555,555,58.4,58,50,70,69,65,70,71,75,70,58.5,59.1,55,30,60,75,.,.,.,.,.,.,.,.,.,E,D,A,D,B,C,D,A,A,D,C,A,A,A,C,13,A,A,C,E,A,A,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
